Branch,Gender,10th%,12th%,Sem_1,Sem_2,Sem_3,Sem_4,Sem_5,Sem_6,Aggregate,Admission_Entrance_Exam,Company,Tier,No_of_Offers,Company Type
ECE,Female,FCD,FC,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ISE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FC,CET,wipro,2,1,MNC
ISE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FC,CET,lg software,2,1,MNC
CSE,Female,FCD,FC,FC,FC,SC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,sonata software,3,1,MNC
CSE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FCD,FCD,FC,FC,FCD,CET,cognizant technology solutions,3,1,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FC,CET,lg software,2,1,MNC
ISE,Female,FCD,FCD,FC,FCD,FC,FC,SC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ISE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
ECE,Female,FCD,FC,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,"hcl technologies ltd.,",3,1,MNC
CSE,Male,FC,FCD,FC,FC,SC,FC,SC,SC,FC,Management,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FC,FCD,FC,FC,FC,SC,SC,FC,COMED-K,ibm,2,1,MNC
ISE,Female,FC,FCD,FC,FC,FC,FC,FC,FC,FC,COMED-K,vantage agora operations,3,1,Private 
ISE,Male,FCD,FC,FC,FC,SC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,tata elxsi,3,1,MNC
CSE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ISE,Female,FCD,FC,FCD,FCD,FC,FCD,FC,FC,FC,COMED-K,mcafee,1,1,MNC
ISE,Female,FCD,FC,FCD,FCD,FC,FCD,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ISE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,SC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,oracle,1,1,MNC
ISE,Female,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,capgemini,3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FCD,FCD,FC,FC,FCD,CET,cognizant technology solutions,3,1,MNC
ISE,Female,FCD,FCD,FCD,FC,FC,FCD,FC,FC,FC,COMED-K,lg software,2,2,MNC
ISE,Male,FCD,FC,FC,FC,FC,SC,SC,SC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FC,FC,FC,FC,SC,FC,SC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ISE,Male,FC,FC,FC,FC,FC,FC,SC,SC,FC,COMED-K,century link,2,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,wipro,3,1,MNC
ISE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,SC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,sonata software,3,1,MNC
ECE,Male,FCD,FCD,FC,FC,SC,FC,SC,SC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FC,FC,FC,FC,SC,FC,FC,CET,cognizant technology solutions,4,2,MNC
ISE,Female,FC,FC,FC,FC,SC,SC,SC,SC,SC,COMED-K,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FCD,FC,FC,SC,SC,SC,FC,CET,wipro,3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,fidelity investments,2,1,Private
ISE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,lg software,2,2,MNC
ISE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Female,FCD,FC,FC,FC,FC,SC,SC,SC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Female,FCD,FC,FCD,FCD,FC,FC,FC,FC,FC,CET,harman international,1,1,MNC
CSE,Male,FC,FC,FC,FC,FC,FC,SC,SC,FC,COMED-K,wipro,3,1,MNC
ISE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FCD,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FC,FCD,FC,FC,SC,SC,SC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FC,COMED-K,"hcl technologies ltd.,",3,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ISE,Male,FCD,FC,SC,FC,FC,FC,FC,FC,FC,CET,sapient,2,1,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,SC,SC,FC,CET,"hcl technologies ltd.,",3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,fidelity investments,2,2,MNC
CSE,Female,FCD,FCD,FCD,FCD,FCD,FCD,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,wipro,3,1,MNC
ISE,Male,FCD,FC,FC,FC,FC,FC,SC,FC,FC,COMED-K,hahsedin,2,2,MNC
CSE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,"hcl technologies ltd.,",3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,COMED-K,wipro,3,1,MNC
ISE,Male,FC,FC,FC,FC,SC,SC,SC,FC,FC,COMED-K,century link,3,1,MNC
ISE,Male,FCD,FC,FC,FC,FC,SC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
ECE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FC,FC,FC,FC,SC,FC,FC,FC,FC,COMED-K,rare mile technologies,3,2,Private
ECE,Male,FCD,FC,FC,FC,FCD,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ISE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FC,FC,FCD,FC,FC,FC,FC,FC,Management,cognizant technology solutions,3,1,MNC
ISE,Male,FCD,FC,FC,FC,SC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,samsung,1,2,MNC
ISE,Male,FCD,FCD,FCD,FCD,FC,FCD,FCD,FC,FCD,COMED-K,infibeam,1,1,Private
ISE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,metricstream,2,2,Private 
ECE,Male,FCD,FC,FC,FCD,FC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ISE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,tesco,2,1,MNC
CSE,Male,FCD,SC,FC,FC,FC,SC,FC,FC,FC,COMED-K,accenture,3,1,MNC
CSE,Male,FCD,FC,FCD,FC,FC,FC,FC,SC,FC,COMED-K,accenture,3,1,MNC
ISE,Male,FCD,FC,FCD,FC,FC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ECE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,infosys,3,1,MNC
ISE,Male,FCD,FCD,FCD,FCD,FCD,FC,FC,FC,FC,CET,metricstream,2,2,Private 
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,media tek,1,1,MNC
ISE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,nokia,2,2,MNC
ECE,Female,FCD,FCD,FCD,FCD,FCD,FC,SC,FC,FC,CET,accenture,3,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,tesco,2,2,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
ISE,Male,FC,FC,SC,SC,SC,SC,SC,FC,SC,COMED-K,centurylink,3,1,MNC
CSE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,samsung,1,2,MNC
ECE,Male,FC,FCD,FC,FC,FC,FC,SC,SC,FC,CET,accenture,3,1,MNC
MECH,Male,FCD,FC,FC,FC,SC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
CSE,Male,FCD,FCD,FC,FC,SC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ECE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,ericsson,3,2,MNC
CSE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,kpmg,2,2,Partnership
ECE,Female,FCD,FC,FC,FC,SC,SC,SC,SC,FC,Management,ericsson,3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ISE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,kpmg,2,1,Partnership
ISE,Male,FCD,FC,FC,FC,SC,SC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ECE,Male,FC,FCD,FCD,FC,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
ISE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,oracle,1,2,MNC
ISE,Female,FC,FCD,FC,FC,FC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ISE,Female,FCD,FC,FC,FC,SC,FC,SC,FC,FC,COMED-K,accenture,3,1,MNC
ECE,Female,FC,FCD,FCD,FCD,FCD,FC,FC,FC,FCD,CET,accenture,3,1,MNC
ISE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,morgan stanley,1,1,MNC
MECH,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
ISE,Male,FC,SC,FC,FC,SC,FC,SC,FC,FC,Management,accenture,3,1,MNC
CSE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
MECH,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
ISE,Female,FC,FC,FC,FCD,FC,FC,FC,FC,FC,CET,igate,3,1,MNC
ECE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
MECH,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ISE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,sapient,2,2,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,Management,accenture,3,1,MNC
ECE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,infosys,3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
ECE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ISE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,mercedese benz,2,2,MNC
ECE,Male,FCD,FCD,FC,FC,SC,SC,SC,SC,FC,CET,accenture,3,1,MNC
ISE,Male,FC,FC,FC,SC,SC,SC,SC,SC,SC,Management,accenture,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FCD,FC,FC,FC,FC,CET,accenture,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,robert bosch,2,2,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,COMED-K,morgan stanley,1,1,MNC
MECH,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,Management,accenture,3,1,MNC
CSE,Male,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,CET,tesco,2,2,MNC
ISE,Female,FCD,FCD,FC,FC,SC,FC,FC,FC,FC,Management,igate,3,1,MNC
ECE,Male,FC,FC,FC,FC,SC,SC,SC,SC,SC,CET,accenture,3,1,MNC
ECE,Male,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
MECH,Male,SC,FCD,FC,FC,SC,FC,SC,FC,FC,CET,rolon seals,3,1,Private
ISE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
CSE,Female,FC,FCD,FC,FC,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
ISE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FCD,FC,FC,FC,FC,Management,infosys,3,1,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ISE,Male,FCD,FCD,FC,FC,SC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ECE,Female,FC,FC,FC,FC,SC,FC,FC,SC,FC,Management,accenture,3,1,MNC
ECE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,Management,accenture,3,1,MNC
ECE,Male,FCD,FCD,FC,FC,FC,FC,SC,FC,FC,CET,accenture,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,COMED-K,ericsson,3,2,MNC
MECH,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,CET,l&t infotech,3,2,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FCD,COMED-K,thorogood,1,1,Private 
ISE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,sapient,2,2,MNC
ECE,Male,FCD,FCD,FC,FCD,FC,FC,FC,SC,FC,CET,accenture,3,1,MNC
ECE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,igate,3,1,MNC
CSE,Male,FCD,FCD,FC,FC,SC,FC,FC,FC,FC,COMED-K,ge,1,2,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,nokia,2,2,MNC
CSE,Male,FC,FCD,FC,FC,FC,FC,FC,FC,FC,COMED-K,infosys,3,1,MNC
ECE,Female,FC,FC,FC,FC,FC,FC,SC,FC,FC,CET,accenture,3,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,tesco,2,2,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,SC,SC,FC,CET,ims health,2,1,Public
CSE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
ISE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
ISE,Male,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
CSE,Male,FCD,FC,SC,SC,FC,FC,FC,FC,FC,CET,infosys,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,infosys,3,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,samsung,1,2,MNC
ISE,Male,FC,FC,FC,FC,FC,FC,SC,SC,FC,CET,accenture,3,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,Management,accenture,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
MECH,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,CET,accenture,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
ECE,Male,FCD,FC,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,infosys,3,1,MNC
ISE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,software ag,2,2,MNC
CSE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,samsung,1,2,MNC
ISE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,sapient,2,2,MNC
ECE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,infosys,3,1,MNC
ECE,Male,FCD,FC,FC,FC,FC,FC,SC,SC,FC,COMED-K,accenture,3,1,MNC
CSE,Male,FCD,FC,FC,FC,FC,SC,FC,FC,FC,Management,unisys,2,2,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,samsung,1,2,MNC
MECH,Male,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FCD,CET,toyota kirloskar motor pvt ltd,3,2,mnc
ECE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,ericsson,3,1,MNC
MECH,Male,FCD,SC,FC,SC,SC,SC,SC,FC,SC,Management,ntt data,3,1,MNC
MECH,Male,FC,SC,FC,FC,SC,SC,SC,FC,SC,CET,rolon seals,3,1,Private
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
CSE,Male,FC,FC,SC,FC,SC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ISE,Male,FCD,FC,FC,FC,FC,FCD,FCD,FCD,FC,COMED-K,accenture,3,1,MNC
ISE,Female,FC,FC,FC,FC,FC,FC,SC,FC,FC,Management,accenture,3,1,MNC
ISE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,textron india private limited,3,1,MNC
ECE,Male,FCD,FC,FCD,FCD,FC,FC,FC,FC,FC,Management,accenture,3,1,MNC
CSE,Male,FCD,FCD,FC,SC,SC,FC,FC,FC,FC,CET,accenture,3,1,MNC
CSE,Male,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ISE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
ISE,Male,FCD,SC,FC,FC,FC,SC,SC,FC,FC,COMED-K,accenture,3,1,MNC
ISE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
ECE,Female,FCD,FC,FCD,FCD,FC,FC,FC,FC,FC,Management,accenture,3,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,ge,1,2,MNC
ISE,Male,FC,FC,FC,FC,SC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FC,CET,accenture,3,1,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,COMED-K,accenture,3,1,MNC
ISE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,tesco,2,2,MNC
ISE,Male,FC,FC,FCD,FC,SC,FC,FC,FC,FC,CET,toyota kirloskar motor pvt ltd,2,2,MNC
MECH,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,jsw steel limited,2,2,MNC
ISE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FCD,FCD,FCD,FCD,CET,mahindra comviva,2,2,MNC
ISE,Female,FC,FC,FC,FC,SC,FC,FC,FC,FC,Management,software ag,2,2,MNC
ECE,Male,FC,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FC,CET,samsung,1,2,MNC
CSE,Male,FC,FCD,SC,SC,FC,FC,FC,FC,FC,CET,icreate,3,1,Private 
ECE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,sapient,2,2,MNC
CSE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,infosys,3,1,MNC
ISE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
CSE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,Management,metricstream,2,2,Private 
CSE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FCD,CET,sapient,2,2,MNC
ECE,Male,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,CET,igate,3,1,MNC
ISE,Female,FCD,FCD,FCD,FCD,FCD,FCD,FC,FC,FCD,CET,lsi,1,2,MNC
ISE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,sap labs,1,3,Private 
ISE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,igate,3,1,MNC
ISE,Female,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,COMED-K,sapient,2,2,MNC
ECE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,accenture,3,1,MNC
ECE,Male,FCD,FCD,FC,FC,FC,FC,SC,SC,FC,COMED-K,accenture,3,1,MNC
